試行回数	ノード	ノード間距離
1591	1612	0.0
1592	1628	0.0
1593	1551	0.0
1594	1686	0.0
1595	1373	0.0
1596	1197	0.0
1597	1647	0.0
1598	1494	0.0
1599	1656	0.0
1600	1503	0.0
1601	1849	0.0
1602	1492	0.0
1603	1721	0.0
1604	1665	0.0
1605	1464	0.0
1606	1523	0.0
1607	1719	0.0
1608	1619	0.0
1609	1633	0.0
1610	1712	0.0
1611	1888	0.0
1612	1741	0.0
1613	1673	0.0
1614	1613	0.0
1615	1889	0.0
1616	1790	0.0
1617	1681	0.0
1618	1420	0.0
1619	1777	0.0
1620	1625	0.0
1621	1585	0.0
1622	1564	0.0
1623	1828	0.0
1624	1562	0.0
1625	1770	0.0
1626	1215	0.0
1627	1746	0.0
1628	1459	0.0
1629	1254	0.0
1630	1554	0.0
1631	1990	0.0
1632	1208	0.0
1633	1742	0.0
1634	1412	0.0
1635	1759	0.0
1636	1364	0.0
1637	1631	0.0
1638	1724	0.0
1639	1687	0.0
1640	1713	0.0
1641	1718	0.0
1642	1506	0.0
1643	1649	0.0
1644	1374	0.0
1645	1678	0.0
1646	1180	0.0
1647	1508	0.0
1648	1635	0.0
1649	1795	0.0
1650	1465	0.0
1651	1620	0.0
1652	1685	0.0
1653	1659	0.0
1654	1905	0.0
1655	1342	0.0
1656	1518	0.0
1657	1547	0.0
1658	781	0.0
1659	1657	0.0
1660	1753	0.0
1661	1848	0.0
1662	1477	0.0
1663	1829	0.0
1664	1594	0.0
1665	1695	0.0
1666	1697	0.0
1667	1632	0.0
1668	1800	0.0
1669	1607	0.0
1670	1725	0.0
1671	1606	0.0
1672	1760	0.0
1673	914	0.0
1674	1820	0.0
1675	1796	0.0
1676	1765	0.0
1677	1391	0.0
1678	1540	0.0
1679	2091	0.0
1680	1534	0.0
1681	1651	0.0
1682	1738	0.0
1683	1502	0.0
1684	2025	0.0
1685	1663	0.0
1686	2106	0.0
1687	1758	0.0
1688	1629	0.0
1689	1954	0.0
1690	1684	0.0
1691	1615	0.0
1692	1959	0.0
1693	1768	0.0
1694	1431	0.0
1695	1636	0.0
1696	1623	0.0
1697	1798	0.0
1698	1858	0.0
1699	1521	0.0
1700	1732	0.0
1701	1520	0.0
1702	1911	0.0
1703	1810	0.0
1704	1807	0.0
1705	1861	0.0
1706	1513	0.0
1707	1638	0.0
1708	1794	0.0
1709	1573	0.0
1710	1730	0.0
1711	1529	0.0
1712	1563	0.0
1713	1900	0.0
1714	2035	0.0
1715	1595	0.0
1716	1621	0.0
1717	1643	0.0
1718	2136	0.0
1719	1702	0.0
1720	1588	0.0
1721	1870	0.0
1722	1622	0.0
1723	1898	0.0
1724	1813	0.0
1725	2017	0.0
1726	1624	0.0
1727	1731	0.0
1728	1733	0.0
1729	1865	0.0
1730	1543	0.0
1731	1786	0.0
1732	1692	0.0
1733	1920	0.0
1734	1698	0.0
1735	1693	0.0
1736	1510	0.0
1737	1860	0.0
1738	1715	0.0
1739	1550	0.0
1740	1524	0.0
1741	1274	0.0
1742	1909	0.0
1743	1579	0.0
1744	1902	0.0
1745	1409	0.0
1746	1654	0.0
1747	1797	0.0
1748	1914	0.0
1749	1519	0.0
1750	1704	0.0
1751	1555	0.0
1752	1676	0.0
1753	1641	0.0
1754	2012	0.0
1755	2053	0.0
1756	1728	0.0
1757	1912	0.0
1758	1250	0.0
1759	1645	0.0
1760	1706	0.0
1761	1497	0.0
1762	1816	0.0
1763	1677	0.0
1764	1818	0.0
1765	1467	0.0
1766	2187	0.0
1767	1630	0.0
1768	1873	0.0
1769	1863	0.0
1770	1407	0.0
1771	1475	0.0
1772	2379	0.0
1773	2189	0.0
1774	2101	0.0
1775	1515	0.0
1776	1872	0.0
1777	1617	0.0
1778	1986	0.0
1779	1566	0.0
1780	1847	0.0
1781	1793	0.0
1782	1772	0.0
1783	1967	0.0
1784	1783	0.0
1785	1572	0.0
1786	1824	0.0
1787	1877	0.0
1788	1815	0.0
1789	1937	0.0
1790	1819	0.0
1791	1568	0.0
1792	1762	0.0
1793	1590	0.0
1794	1814	0.0
1795	1970	0.0
1796	1734	0.0
1797	1904	0.0
1798	1944	0.0
1799	1893	0.0
1800	1809	0.0
1801	1747	0.0
1802	1413	0.0
1803	1784	0.0
1804	2239	0.0
1805	1949	0.0
1806	1984	0.0
1807	1897	0.0
1808	1830	0.0
1809	1943	0.0
1810	1817	0.0
1811	1776	0.0
1812	1601	0.0
1813	1727	0.0
1814	1644	0.0
1815	1952	0.0
1816	2129	0.0
1817	1642	0.0
1818	1720	0.0
1819	1812	0.0
1820	1751	0.0
1821	1825	0.0
1822	1856	0.0
1823	1843	0.0
1824	1808	0.0
1825	1658	0.0
1826	1936	0.0
1827	1850	0.0
1828	1866	0.0
1829	1822	0.0
1830	1766	0.0
1831	1852	0.0
1832	1804	0.0
1833	2155	0.0
1834	1481	0.0
1835	1699	0.0
1836	1972	0.0
1837	1919	0.0
1838	1761	0.0
1839	1449	0.0
1840	2188	0.0
1841	2147	0.0
1842	1604	0.0
1843	1717	0.0
1844	2145	0.0
1845	1886	0.0
1846	1880	0.0
1847	1910	0.0
1848	1821	0.0
1849	1878	0.0
1850	2206	0.0
1851	1703	0.0
1852	1666	0.0
1853	1627	0.0
1854	2097	0.0
1855	1683	0.0
1856	1744	0.0
1857	1779	0.0
1858	1927	0.0
1859	1948	0.0
1860	1799	0.0
1861	1935	0.0
1862	1743	0.0
1863	1890	0.0
1864	1787	0.0
1865	1964	0.0
1866	1881	0.0
1867	1899	0.0
1868	2039	0.0
1869	1598	0.0
1870	1977	0.0
1871	1756	0.0
1872	1831	0.0
1873	1844	0.0
1874	1951	0.0
1875	1345	0.0
1876	2194	0.0
1877	1991	0.0
1878	1969	0.0
1879	1637	0.0
1880	1788	0.0
1881	2373	0.0
1882	2084	0.0
1883	2055	0.0
1884	2115	0.0
1885	1827	0.0
1886	1981	0.0
1887	2036	0.0
1888	1917	0.0
1889	1901	0.0
1890	1694	0.0
1891	2014	0.0
1892	1859	0.0
1893	1947	0.0
1894	2031	0.0
1895	1380	0.0
1896	1931	0.0
1897	1616	0.0
1898	2211	0.0
1899	1963	0.0
1900	2046	0.0
1901	1700	0.0
1902	1662	0.0
1903	1841	0.0
1904	1806	0.0
1905	1974	0.0
1906	1895	0.0
1907	1928	0.0
1908	1775	0.0
1909	2162	0.0
1910	2050	0.0
1911	1528	0.0
1912	1854	0.0
1913	2163	0.0
1914	1921	0.0
1915	1922	0.0
1916	2042	0.0
1917	1982	0.0
1918	2072	0.0
1919	2079	0.0
1920	1998	0.0
1921	1876	0.0
1922	1429	0.0
1923	2082	0.0
1924	1764	0.0
1925	1709	0.0
1926	2048	0.0
1927	1857	0.0
1928	1875	0.0
1929	2123	0.0
1930	1835	0.0
1931	2019	0.0
1932	1958	0.0
1933	2015	0.0
1934	1749	0.0
1935	1965	0.0
1936	2509	0.0
1937	2021	0.0
1938	1668	0.0
1939	1837	0.0
1940	1781	0.0
1941	1609	0.0
1942	2020	0.0
1943	1925	0.0
1944	1610	0.0
1945	1739	0.0
1946	1907	0.0
1947	2412	0.0
1948	2137	0.0
1949	1956	0.0
1950	1723	0.0
1951	2052	0.0
1952	1983	0.0
1953	1864	0.0
1954	2061	0.0
1955	1802	0.0
1956	1926	0.0
1957	2093	0.0
1958	1853	0.0
1959	2054	0.0
1960	1999	0.0
1961	1581	0.0
1962	2063	0.0
1963	2010	0.0
1964	2144	0.0
1965	1891	0.0
1966	2352	0.0
1967	1978	0.0
1968	1778	0.0
1969	2000	0.0
1970	1836	0.0
1971	1868	0.0
1972	1785	0.0
1973	2098	0.0
1974	1997	0.0
1975	2029	0.0
1976	1871	0.0
1977	2018	0.0
1978	2118	0.0
1979	1987	0.0
1980	2081	0.0
1981	1834	0.0
1982	1933	0.0
1983	1929	0.0
1984	1915	0.0
1985	1867	0.0
1986	1811	0.0
1987	2277	0.0
1988	2338	0.0
1989	1955	0.0
1990	2248	0.0
1991	2006	0.0
1992	2167	0.0
1993	1883	0.0
1994	2109	0.0
1995	2120	0.0
1996	1855	0.0
1997	1757	0.0
1998	1941	0.0
1999	2003	0.0
2000	2396	0.0
2001	1993	0.0
2002	1916	0.0
2003	1971	0.0
2004	2027	0.0
2005	1968	0.0
2006	1962	0.0
2007	1913	0.0
2008	2294	0.0
2009	2113	0.0
2010	2044	0.0
2011	2108	0.0
2012	1823	0.0
2013	2124	0.0
2014	2153	0.0
2015	1845	0.0
2016	1710	0.0
2017	1995	0.0
2018	1505	0.0
2019	1838	0.0
2020	2164	0.0
2021	1773	0.0
2022	1874	0.0
2023	2058	0.0
2024	1903	0.0
2025	1745	0.0
2026	2100	0.0
2027	2343	0.0
2028	1736	0.0
2029	1908	0.0
2030	2011	0.0
2031	2030	0.0
2032	2156	0.0
2033	2065	0.0
2034	1771	0.0
2035	2161	0.0
2036	2286	0.0
2037	1953	0.0
2038	2028	0.0
2039	2069	0.0
2040	2067	0.0
2041	1923	0.0
2042	1780	0.0
2043	2092	0.0
2044	2451	0.0
2045	2022	0.0
2046	2165	0.0
2047	2026	0.0
2048	2119	0.0
2049	1906	0.0
2050	1892	0.0
2051	1957	0.0
2052	1832	0.0
2053	1924	0.0
2054	2033	0.0
2055	2064	0.0
2056	2383	0.0
2057	1992	0.0
2058	1979	0.0
2059	2117	0.0
2060	2049	0.0
2061	2922	0.0
2062	2234	0.0
2063	1918	0.0
2064	2016	0.0
2065	2315	0.0
2066	1748	0.0
2067	2300	0.0
2068	2090	0.0
2069	1839	0.0
2070	1994	0.0
2071	2066	0.0
2072	2276	0.0
2073	2068	0.0
2074	1869	0.0
2075	2154	0.0
2076	1985	0.0
2077	2180	0.0
2078	2024	0.0
2079	2005	0.0
2080	2138	0.0
2081	1887	0.0
2082	1840	0.0
2083	2095	0.0
2084	2419	0.0
2085	2204	0.0
2086	2258	0.0
2087	2250	0.0
2088	2432	0.0
2089	1882	0.0
2090	2096	0.0
2091	2047	0.0
2092	2002	0.0
2093	1996	0.0
2094	2125	0.0
2095	2172	0.0
2096	2501	0.0
2097	2306	0.0
2098	2142	0.0
2099	2060	0.0
2100	2410	0.0
2101	2240	0.0
2102	2297	0.0
2103	2296	0.0
2104	2007	0.0
2105	2087	0.0
2106	2198	0.0
2107	2269	0.0
2108	2076	0.0
2109	2265	0.0
2110	1939	0.0
2111	2013	0.0
2112	2166	0.0
2113	1966	0.0
2114	2004	0.0
2115	2073	0.0
2116	2175	0.0
2117	2121	0.0
2118	2116	0.0
2119	2131	0.0
2120	2216	0.0
2121	2247	0.0
2122	1805	0.0
2123	1930	0.0
2124	2185	0.0
2125	2158	0.0
2126	2214	0.0
2127	2182	0.0
2128	2245	0.0
2129	2140	0.0
2130	1729	0.0
2131	1980	0.0
2132	2313	0.0
2133	2534	0.0
2134	2099	0.0
2135	2202	0.0
2136	2181	0.0
2137	2253	0.0
2138	2088	0.0
2139	2177	0.0
2140	2176	0.0
2141	2148	0.0
2142	2249	0.0
2143	1961	0.0
2144	2114	0.0
2145	2034	0.0
2146	1946	0.0
2147	2089	0.0
2148	1846	0.0
2149	2085	0.0
2150	2105	0.0
2151	2295	0.0
2152	2332	0.0
2153	2301	0.0
2154	2201	0.0
2155	2107	0.0
2156	2074	0.0
2157	2080	0.0
2158	2139	0.0
2159	2218	0.0
2160	2045	0.0
2161	2070	0.0
2162	2488	0.0
2163	2112	0.0
2164	2059	0.0
2165	2037	0.0
2166	2372	0.0
2167	1496	0.0
2168	2159	0.0
2169	2235	0.0
2170	2160	0.0
2171	2008	0.0
2172	1940	0.0
2173	2190	0.0
2174	1896	0.0
2175	2266	0.0
2176	2238	0.0
2177	1934	0.0
2178	2203	0.0
2179	2222	0.0
2180	2441	0.0
2181	2041	0.0
2182	2178	0.0
2183	2367	0.0
2184	2637	0.0
2185	1988	0.0
2186	2307	0.0
2187	2349	0.0
2188	2210	0.0
2189	2208	0.0
2190	2134	0.0
2191	2317	0.0
2192	2157	0.0
2193	2191	0.0
2194	2305	0.0
2195	2311	0.0
2196	2056	0.0
2197	2209	0.0
2198	2389	0.0
2199	2523	0.0
2200	1433	0.0
2201	2316	0.0
2202	2135	0.0
2203	2280	0.0
2204	2490	0.0
2205	2525	0.0
2206	2246	0.0
2207	2032	0.0
2208	2369	0.0
2209	1942	0.0
2210	2312	0.0
2211	2539	0.0
2212	2232	0.0
2213	2340	0.0
2214	2221	0.0
2215	2075	0.0
2216	2001	0.0
2217	2392	0.0
2218	2213	0.0
2219	2141	0.0
2220	2272	0.0
2221	2288	0.0
2222	2423	0.0
2223	2456	0.0
2224	2170	0.0
2225	2009	0.0
2226	2195	0.0
2227	2225	0.0
2228	2661	0.0
2229	1894	0.0
2230	2405	0.0
2231	2415	0.0
2232	2298	0.0
2233	1885	0.0
2234	2078	0.0
2235	2126	0.0
2236	2362	0.0
2237	2402	0.0
2238	2057	0.0
2239	2290	0.0
2240	2128	0.0
2241	2243	0.0
2242	2241	0.0
2243	2518	0.0
2244	2179	0.0
2245	2083	0.0
2246	2319	0.0
2247	2573	0.0
2248	1989	0.0
2249	2431	0.0
2250	2062	0.0
2251	1950	0.0
2252	2278	0.0
2253	2038	0.0
2254	2200	0.0
2255	1833	0.0
2256	2322	0.0
2257	2231	0.0
2258	2314	0.0
2259	2094	0.0
2260	2354	0.0
2261	2168	0.0
2262	2545	0.0
2263	2335	0.0
2264	1975	0.0
2265	2406	0.0
2266	2224	0.0
2267	2385	0.0
2268	2375	0.0
2269	2592	0.0
2270	2261	0.0
2271	2363	0.0
2272	2273	0.0
2273	1769	0.0
2274	2324	0.0
2275	2390	0.0
2276	2051	0.0
2277	2478	0.0
2278	2146	0.0
2279	2329	0.0
2280	2323	0.0
2281	2077	0.0
2282	2192	0.0
2283	2463	0.0
2284	2583	0.0
2285	2111	0.0
2286	2570	0.0
2287	2303	0.0
2288	2527	0.0
2289	2350	0.0
2290	2331	0.0
2291	2411	0.0
2292	2270	0.0
2293	2197	0.0
2294	2242	0.0
2295	2171	0.0
2296	2337	0.0
2297	2151	0.0
2298	2173	0.0
2299	2284	0.0
2300	2326	0.0
2301	2236	0.0
2302	2336	0.0
2303	2183	0.0
2304	2040	0.0
2305	2364	0.0
2306	2104	0.0
2307	2220	0.0
2308	2474	0.0
2309	2409	0.0
2310	2310	0.0
2311	2359	0.0
2312	2578	0.0
2313	1976	0.0
2314	2404	0.0
2315	2127	0.0
2316	2122	0.0
2317	2366	0.0
2318	2487	0.0
2319	2262	0.0
2320	2102	0.0
2321	1973	0.0
2322	2184	0.0
2323	2110	0.0
2324	2133	0.0
2325	2606	0.0
2326	2447	0.0
2327	2345	0.0
2328	2257	0.0
2329	2502	0.0
2330	2494	0.0
2331	2233	0.0
2332	2593	0.0
2333	2217	0.0
2334	2414	0.0
2335	1851	0.0
2336	2426	0.0
2337	2612	0.0
2338	2275	0.0
2339	2289	0.0
2340	2378	0.0
2341	2400	0.0
2342	2558	0.0
2343	2325	0.0
2344	2691	0.0
2345	2528	0.0
2346	2328	0.0
2347	2226	0.0
2348	2264	0.0
2349	2446	0.0
2350	2453	0.0
2351	2587	0.0
2352	2103	0.0
2353	2371	0.0
2354	2562	0.0
2355	2647	0.0
2356	2255	0.0
2357	2664	0.0
2358	2274	0.0
2359	2552	0.0
2360	2023	0.0
2361	2408	0.0
2362	2193	0.0
2363	1932	0.0
2364	2330	0.0
2365	2434	0.0
2366	2384	0.0
2367	2086	0.0
2368	2299	0.0
2369	2230	0.0
2370	2355	0.0
2371	2152	0.0
2372	2251	0.0
2373	2244	0.0
2374	2604	0.0
2375	2560	0.0
2376	2397	0.0
2377	2496	0.0
2378	2260	0.0
2379	2413	0.0
2380	2529	0.0
2381	1960	0.0
2382	2150	0.0
2383	2403	0.0
2384	2281	0.0
2385	2285	0.0
2386	2377	0.0
2387	2304	0.0
2388	2370	0.0
2389	2043	0.0
2390	2199	0.0
2391	2596	0.0
2392	2507	0.0
2393	2353	0.0
2394	2483	0.0
2395	2422	0.0
2396	2459	0.0
2397	2532	0.0
2398	2132	0.0
2399	2516	0.0
2400	2207	0.0
2401	2205	0.0
2402	2462	0.0
2403	2416	0.0
2404	2582	0.0
2405	2504	0.0
2406	2452	0.0
2407	2557	0.0
2408	2268	0.0
2409	2130	0.0
2410	2391	0.0
2411	2433	0.0
2412	2541	0.0
2413	2722	0.0
2414	1945	0.0
2415	2429	0.0
2416	2430	0.0
2417	2555	0.0
2418	2252	0.0
2419	2521	0.0
2420	2321	0.0
2421	2477	0.0
2422	2358	0.0
2423	2617	0.0
2424	2309	0.0
2425	2465	0.0
2426	2401	0.0
2427	2308	0.0
2428	2656	0.0
2429	2348	0.0
2430	2505	0.0
2431	2469	0.0
2432	2342	0.0
2433	2418	0.0
2434	2399	0.0
2435	2186	0.0
2436	2520	0.0
2437	2568	0.0
2438	2472	0.0
2439	2774	0.0
2440	2263	0.0
2441	2481	0.0
2442	2417	0.0
2443	2466	0.0
2444	2365	0.0
2445	2219	0.0
2446	2580	0.0
2447	1938	0.0
2448	2536	0.0
2449	2445	0.0
2450	2600	0.0
2451	2143	0.0
2452	2569	0.0
2453	2256	0.0
2454	2283	0.0
2455	2347	0.0
2456	2698	0.0
2457	2737	0.0
2458	2799	0.0
2459	2571	0.0
2460	2461	0.0
2461	2686	0.0
2462	2467	0.0
2463	2279	0.0
2464	2845	0.0
2465	2229	0.0
2466	2827	0.0
2467	2293	0.0
2468	2622	0.0
2469	2388	0.0
2470	2586	0.0
2471	2497	0.0
2472	2254	0.0
2473	2395	0.0
2474	2475	0.0
2475	2368	0.0
2476	2320	0.0
2477	2564	0.0
2478	2344	0.0
2479	3207	0.0
2480	2425	0.0
2481	2542	0.0
2482	2458	0.0
2483	2533	0.0
2484	2510	0.0
2485	2479	0.0
2486	2382	0.0
2487	2318	0.0
2488	2766	0.0
2489	2519	0.0
2490	2809	0.0
2491	2640	0.0
2492	2598	0.0
2493	2435	0.0
2494	2228	0.0
2495	2515	0.0
2496	2212	0.0
2497	2503	0.0
2498	2464	0.0
2499	2681	0.0
2500	2693	0.0
2501	2374	0.0
2502	2614	0.0
2503	2577	0.0
2504	2439	0.0
2505	2687	0.0
2506	2603	0.0
2507	2357	0.0
2508	2874	0.0
2509	2789	0.0
2510	2633	0.0
2511	2442	0.0
2512	2566	0.0
2513	2071	0.0
2514	2674	0.0
2515	2747	0.0
2516	2476	0.0
2517	2641	0.0
2518	2302	0.0
2519	2489	0.0
2520	2605	0.0
2521	2421	0.0
2522	2473	0.0
2523	2684	0.0
2524	2387	0.0
2525	2770	0.0
2526	2575	0.0
2527	2480	0.0
2528	2394	0.0
2529	2291	0.0
2530	2630	0.0
2531	2702	0.0
2532	2626	0.0
2533	2748	0.0
2534	2657	0.0
2535	2565	0.0
2536	2547	0.0
2537	2522	0.0
2538	2632	0.0
2539	2610	0.0
2540	2174	0.0
2541	2267	0.0
2542	2513	0.0
2543	2873	0.0
2544	2650	0.0
2545	2471	0.0
2546	2754	0.0
2547	2628	0.0
2548	2727	0.0
2549	2360	0.0
2550	2559	0.0
2551	2824	0.0
2552	2785	0.0
2553	2912	0.0
2554	2591	0.0
2555	2553	0.0
2556	2806	0.0
2557	2437	0.0
2558	2292	0.0
2559	2169	0.0
2560	2921	0.0
2561	3025	0.0
2562	2836	0.0
2563	2443	0.0
2564	2468	0.0
2565	2440	0.0
2566	2550	0.0
2567	2715	0.0
2568	2271	0.0
2569	2514	0.0
2570	2846	0.0
2571	2492	0.0
2572	2524	0.0
2573	2511	0.0
2574	2584	0.0
2575	2556	0.0
2576	2786	0.0
2577	2333	0.0
2578	2485	0.0
2579	2546	0.0
2580	2436	0.0
2581	2624	0.0
2582	2512	0.0
2583	2470	0.0
2584	2361	0.0
2585	2407	0.0
2586	2839	0.0
2587	2708	0.0
2588	2723	0.0
2589	2672	0.0
2590	2594	0.0
2591	2692	0.0
2592	2548	0.0
2593	3063	0.0
2594	2334	0.0
2595	2601	0.0
2596	2717	0.0
2597	2346	0.0
2598	2561	0.0
2599	2376	0.0
2600	2682	0.0
2601	2752	0.0
2602	2613	0.0
2603	2856	0.0
2604	2933	0.0
2605	2803	0.0
2606	2712	0.0
2607	3010	0.0
2608	2223	0.0
2609	2498	0.0
2610	2667	0.0
2611	2455	0.0
2612	2729	0.0
2613	2762	0.0
2614	2381	0.0
2615	2427	0.0
2616	2531	0.0
2617	2327	0.0
2618	2652	0.0
2619	2506	0.0
2620	2676	0.0
2621	2491	0.0
2622	2597	0.0
2623	2602	0.0
2624	2699	0.0
2625	2495	0.0
2626	2449	0.0
2627	2386	0.0
2628	2690	0.0
2629	2629	0.0
2630	2621	0.0
2631	2658	0.0
2632	2709	0.0
2633	2666	0.0
2634	2540	0.0
2635	2543	0.0
2636	2341	0.0
2637	2484	0.0
2638	2719	0.0
2639	2935	0.0
2640	2931	0.0
2641	2424	0.0
2642	2537	0.0
2643	2356	0.0
2644	2287	0.0
2645	2493	0.0
2646	2486	0.0
2647	2460	0.0
2648	2724	0.0
2649	2980	0.0
2650	2595	0.0
2651	2815	0.0
2652	2757	0.0
2653	2517	0.0
2654	2428	0.0
2655	2648	0.0
2656	2608	0.0
2657	2638	0.0
2658	2444	0.0
2659	2787	0.0
2660	2813	0.0
2661	2581	0.0
2662	2619	0.0
2663	2765	0.0
2664	2227	0.0
2665	2877	0.0
2666	2704	0.0
2667	2707	0.0
2668	2563	0.0
2669	2893	0.0
2670	2339	0.0
2671	2863	0.0
2672	2639	0.0
2673	2530	0.0
2674	2730	0.0
2675	2745	0.0
2676	2538	0.0
2677	2710	0.0
2678	2607	0.0
2679	2420	0.0
2680	2554	0.0
2681	2576	0.0
2682	2780	0.0
2683	2746	0.0
2684	2642	0.0
2685	3341	0.0
2686	2731	0.0
2687	2668	0.0
2688	2798	0.0
2689	2535	0.0
2690	2902	0.0
2691	2689	0.0
2692	2673	0.0
2693	2482	0.0
2694	2549	0.0
2695	2771	0.0
2696	2615	0.0
2697	2259	0.0
2698	2671	0.0
2699	2700	0.0
2700	2149	0.0
2701	2879	0.0
2702	2812	0.0
2703	2998	0.0
2704	2654	0.0
2705	2620	0.0
2706	2679	0.0
2707	2695	0.0
2708	2714	0.0
2709	2678	0.0
2710	2677	0.0
2711	2828	0.0
2712	2643	0.0
2713	2829	0.0
2714	2544	0.0
2715	2579	0.0
2716	2964	0.0
2717	2526	0.0
2718	3154	0.0
2719	2818	0.0
2720	2833	0.0
2721	2738	0.0
2722	2572	0.0
2723	2625	0.0
2724	2994	0.0
2725	2817	0.0
2726	2929	0.0
2727	2627	0.0
2728	2751	0.0
2729	2741	0.0
2730	2891	0.0
2731	2755	0.0
2732	2351	0.0
2733	2936	0.0
2734	2454	0.0
2735	2794	0.0
2736	2438	0.0
2737	2744	0.0
2738	2860	0.0
2739	2609	0.0
2740	3097	0.0
2741	2636	0.0
2742	2282	0.0
2743	2848	0.0
2744	3033	0.0
2745	3020	0.0
2746	2697	0.0
2747	3223	0.0
2748	2448	0.0
2749	2763	0.0
2750	2822	0.0
2751	2665	0.0
2752	3106	0.0
2753	2890	0.0
2754	2837	0.0
2755	2855	0.0
2756	2611	0.0
2757	2705	0.0
2758	2694	0.0
2759	3022	0.0
2760	2894	0.0
2761	2574	0.0
2762	2675	0.0
2763	2616	0.0
2764	2820	0.0
2765	2761	0.0
2766	2864	0.0
2767	2713	0.0
2768	2850	0.0
2769	2618	0.0
2770	2660	0.0
2771	2847	0.0
2772	2457	0.0
2773	3261	0.0
2774	2237	0.0
2775	2888	0.0
2776	2670	0.0
2777	2814	0.0
2778	2790	0.0
2779	3233	0.0
2780	2499	0.0
2781	2551	0.0
2782	2887	0.0
2783	2800	0.0
2784	3315	0.0
2785	3169	0.0
2786	2853	0.0
2787	2801	0.0
2788	2883	0.0
2789	2599	0.0
2790	2721	0.0
2791	2393	0.0
2792	2795	0.0
2793	2742	0.0
2794	2644	0.0
2795	2907	0.0
2796	2706	0.0
2797	2764	0.0
2798	2835	0.0
2799	3126	0.0
2800	2711	0.0
2801	2567	0.0
2802	2450	0.0
2803	2773	0.0
2804	2749	0.0
2805	2793	0.0
2806	2767	0.0
2807	2740	0.0
2808	2735	0.0
2809	2811	0.0
2810	2784	0.0
2811	2971	0.0
2812	2870	0.0
2813	2859	0.0
2814	3055	0.0
2815	2844	0.0
2816	2885	0.0
2817	2588	0.0
2818	2669	0.0
2819	2843	0.0
2820	2680	0.0
2821	2819	0.0
2822	2772	0.0
2823	2769	0.0
2824	2810	0.0
2825	2915	0.0
2826	3018	0.0
2827	2585	0.0
2828	3160	0.0
2829	2941	0.0
2830	2797	0.0
2831	2831	0.0
2832	2841	0.0
2833	2895	0.0
2834	2725	0.0
2835	3045	0.0
2836	2842	0.0
2837	2832	0.0
2838	2816	0.0
2839	2726	0.0
2840	2768	0.0
2841	3019	0.0
2842	2645	0.0
2843	2821	0.0
2844	2508	0.0
2845	3162	0.0
2846	2905	0.0
2847	2807	0.0
2848	3099	0.0
2849	2776	0.0
2850	2857	0.0
2851	2965	0.0
2852	2892	0.0
2853	2791	0.0
2854	2943	0.0
2855	2623	0.0
2856	3065	0.0
2857	2882	0.0
2858	3054	0.0
2859	2590	0.0
2860	2759	0.0
2861	3077	0.0
2862	3120	0.0
2863	3149	0.0
2864	2823	0.0
2865	2779	0.0
2866	2834	0.0
2867	2950	0.0
2868	3009	0.0
2869	3047	0.0
2870	2937	0.0
2871	2500	0.0
2872	3007	0.0
2873	3348	0.0
2874	2868	0.0
2875	2804	0.0
2876	2852	0.0
2877	2866	0.0
2878	2919	0.0
2879	2683	0.0
2880	3251	0.0
2881	2792	0.0
2882	2688	0.0
2883	2880	0.0
2884	3123	0.0
2885	2631	0.0
2886	2972	0.0
2887	2775	0.0
2888	2920	0.0
2889	2736	0.0
2890	2646	0.0
2891	3146	0.0
2892	2720	0.0
2893	2662	0.0
2894	2889	0.0
2895	3064	0.0
2896	2753	0.0
2897	3003	0.0
2898	2996	0.0
2899	2985	0.0
2900	3000	0.0
2901	2732	0.0
2902	2703	0.0
2903	3094	0.0
2904	2663	0.0
2905	2876	0.0
2906	3136	0.0
2907	2926	0.0
2908	2867	0.0
2909	2782	0.0
2910	2788	0.0
2911	3266	0.0
2912	2875	0.0
2913	3024	0.0
2914	3143	0.0
2915	3132	0.0
2916	3155	0.0
2917	2910	0.0
2918	3272	0.0
2919	3188	0.0
2920	2897	0.0
2921	2802	0.0
2922	3186	0.0
2923	2951	0.0
2924	3150	0.0
2925	3288	0.0
2926	2872	0.0
2927	2635	0.0
2928	2979	0.0
2929	2968	0.0
2930	3062	0.0
2931	3029	0.0
2932	2995	0.0
2933	2862	0.0
2934	2734	0.0
2935	2945	0.0
2936	2840	0.0
2937	3059	0.0
2938	2805	0.0
2939	2900	0.0
2940	3093	0.0
2941	2653	0.0
2942	3041	0.0
2943	2716	0.0
2944	3057	0.0
2945	2826	0.0
2946	2589	0.0
2947	2999	0.0
2948	2851	0.0
2949	3214	0.0
2950	3102	0.0
2951	2952	0.0
2952	3005	0.0
2953	2756	0.0
2954	2904	0.0
2955	2969	0.0
2956	2932	0.0
2957	2956	0.0
2958	2991	0.0
2959	2871	0.0
2960	2783	0.0
2961	2938	0.0
2962	2970	0.0
2963	2925	0.0
2964	2215	0.0
2965	2934	0.0
2966	2901	0.0
2967	3101	0.0
2968	2958	0.0
2969	2959	0.0
2970	2380	0.0
2971	2949	0.0
2972	2984	0.0
2973	2733	0.0
2974	3050	0.0
2975	2838	0.0
2976	3178	0.0
2977	3006	0.0
2978	2906	0.0
2979	2808	0.0
2980	2914	0.0
2981	2903	0.0
2982	2777	0.0
2983	2685	0.0
2984	2898	0.0
2985	3151	0.0
2986	2923	0.0
2987	2918	0.0
2988	2967	0.0
